,X,REGION,LAT,LONG,NAMA_UNIV,KODE,PROGRAM_STUDI,DAYA_TAMPUNG_2020,PEMINAT_2019,JENIS_PORTOFOLIO,nama_prodi,rumpun,DAYA_TAMPUNG_2019,jumlah_peminat_2018,jumlah_peminat_2017,daya_tampung_2018,daya_tampung_2017
122,122,SUMATERA,4.4577459,97.9692964,UNIVERSITAS SAMUDRA,1141067,PENDIDIKAN KIMIA,19,34,Tidak Ada,PENDIDIKAN KIMIA,Saintek,20,34,21,14,20
123,123,SUMATERA,4.4577459,97.9692964,UNIVERSITAS SAMUDRA,1141075,PENDIDIKAN BIOLOGI,32,146,Tidak Ada,PENDIDIKAN BIOLOGI,Saintek,43,127,92,31,15
124,124,SUMATERA,4.4577459,97.9692964,UNIVERSITAS SAMUDRA,1141083,TEKNIK MESIN,40,48,Tidak Ada,TEKNIK MESIN,Saintek,47,127,115,44,18
125,125,SUMATERA,4.4577459,97.9692964,UNIVERSITAS SAMUDRA,1141091,TEKNIK SIPIL,35,142,Tidak Ada,TEKNIK SIPIL,Saintek,36,276,226,49,33
126,126,SUMATERA,4.4577459,97.9692964,UNIVERSITAS SAMUDRA,1141102,TEKNIK INDUSTRI,19,59,Tidak Ada,TEKNIK INDUSTRI,Saintek,17,121,109,19,16
127,127,SUMATERA,4.4577459,97.9692964,UNIVERSITAS SAMUDRA,1141117,TEKNIK INFORMATIKA,36,193,Tidak Ada,TEKNIK INFORMATIKA,Saintek,38,451,496,34,36
128,128,SUMATERA,4.4577459,97.9692964,UNIVERSITAS SAMUDRA,1141125,MATEMATIKA,26,27,Tidak Ada,MATEMATIKA,Saintek,22,24,32,17,22
129,129,SUMATERA,4.4577459,97.9692964,UNIVERSITAS SAMUDRA,1141133,FISIKA,28,26,Tidak Ada,FISIKA,Saintek,30,25,14,29,27
130,130,SUMATERA,4.4577459,97.9692964,UNIVERSITAS SAMUDRA,1141141,KIMIA,29,31,Tidak Ada,KIMIA ,Saintek,25,37,19,20,27
131,131,SUMATERA,4.4577459,97.9692964,UNIVERSITAS SAMUDRA,1141156,BIOLOGI,21,50,Tidak Ada,BIOLOGI,Saintek,24,48,40,21,21
132,132,SUMATERA,4.4577459,97.9692964,UNIVERSITAS SAMUDRA,1142016,ILMU HUKUM,65,141,Tidak Ada,ILMU HUKUM,Soshum,59,334,304,50,66
133,133,SUMATERA,4.4577459,97.9692964,UNIVERSITAS SAMUDRA,1142024,EKONOMI MANAJEMEN,64,226,Tidak Ada,EKONOMI MANAJEMEN,Soshum,52,549,513,47,43
134,134,SUMATERA,4.4577459,97.9692964,UNIVERSITAS SAMUDRA,1142032,EKONOMI PEMBANGUNAN,37,120,Tidak Ada,EKONOMI PEMBANGUNAN,Soshum,39,201,246,31,36
135,135,SUMATERA,4.4577459,97.9692964,UNIVERSITAS SAMUDRA,1142047,PENDIDIKAN SEJARAH,40,88,Tidak Ada,PENDIDIKAN SEJARAH,Soshum,35,121,93,31,21
136,136,SUMATERA,4.4577459,97.9692964,UNIVERSITAS SAMUDRA,1142055,PENDIDIKAN GEOGRAFI,37,97,Tidak Ada,PENDIDIKAN GEOGRAFI,Soshum,39,127,93,32,40
137,137,SUMATERA,4.4577459,97.9692964,UNIVERSITAS SAMUDRA,1142063,PENDIDIKAN OLAHRAGA,54,35,Pendidikan Jasmani dan Olahraga,PENDIDIKAN OLAHRAGA,Soshum,53,176,176,52,58
138,138,SUMATERA,4.4577459,97.9692964,UNIVERSITAS SAMUDRA,1142071,PENDIDIKAN GURU SEKOLAH DASAR,54,221,Tidak Ada,PENDIDIKAN GURU SEKOLAH DASAR,Soshum,56,432,359,53,53
139,139,SUMATERA,4.4577459,97.9692964,UNIVERSITAS SAMUDRA,1142086,PENDIDIKAN BAHASA INGGRIS,44,77,Tidak Ada,PENDIDIKAN BAHASA INGGRIS,Soshum,40,143,127,35,18
140,140,SUMATERA,4.4577459,97.9692964,UNIVERSITAS SAMUDRA,1142094,PENDIDIKAN BAHASA INDONESIA,19,62,Tidak Ada,PENDIDIKAN BAHASA INDONESIA,Soshum,19,182,139,19,18
141,141,SUMATERA,4.4577459,97.9692964,UNIVERSITAS SAMUDRA,1142105,AKUNTANSI,39,92,Tidak Ada,AKUNTANSI,Soshum,36,264,271,33,31
142,142,SUMATERA,5.2955916,95.6032359,ISBI ACEH,1141013,AGROTEKNOLOGI,43,113,Tidak Ada,AGROTEKNOLOGI,Saintek,40,202,170,31,20
143,143,SUMATERA,5.2955916,95.6032359,ISBI ACEH,1141021,AGRIBISNIS,35,159,Tidak Ada,AGRIBISNIS,Saintek,38,301,246,34,24
144,144,SUMATERA,5.2955916,95.6032359,ISBI ACEH,1141036,BUDIDAYA PERAIRAN,59,61,Tidak Ada,BUDIDAYA PERAIRAN,Saintek,47,97,107,44,29
145,145,SUMATERA,5.2955916,95.6032359,ISBI ACEH,1141044,PENDIDIKAN MATEMATIKA,18,49,Tidak Ada,PENDIDIKAN MATEMATIKA,Saintek,21,58,48,16,19
146,146,SUMATERA,5.2955916,95.6032359,ISBI ACEH,1141052,PENDIDIKAN FISIKA,26,33,Tidak Ada,PENDIDIKAN FISIKA,Saintek,25,38,22,15,17
147,147,SUMATERA,5.2955916,95.6032359,ISBI ACEH,1141067,PENDIDIKAN KIMIA,19,34,Tidak Ada,PENDIDIKAN KIMIA,Saintek,20,34,21,14,20
148,148,SUMATERA,5.2955916,95.6032359,ISBI ACEH,1141075,PENDIDIKAN BIOLOGI,32,146,Tidak Ada,PENDIDIKAN BIOLOGI,Saintek,43,127,92,31,15
149,149,SUMATERA,5.2955916,95.6032359,ISBI ACEH,1141083,TEKNIK MESIN,40,48,Tidak Ada,TEKNIK MESIN,Saintek,47,127,115,44,18
150,150,SUMATERA,5.2955916,95.6032359,ISBI ACEH,1141091,TEKNIK SIPIL,35,142,Tidak Ada,TEKNIK SIPIL,Saintek,36,276,226,49,33
151,151,SUMATERA,5.2955916,95.6032359,ISBI ACEH,1141102,TEKNIK INDUSTRI,19,59,Tidak Ada,TEKNIK INDUSTRI,Saintek,17,121,109,19,16
152,152,SUMATERA,5.2955916,95.6032359,ISBI ACEH,1141117,TEKNIK INFORMATIKA,36,193,Tidak Ada,TEKNIK INFORMATIKA,Saintek,38,451,496,34,36
153,153,SUMATERA,5.2955916,95.6032359,ISBI ACEH,1141125,MATEMATIKA,26,27,Tidak Ada,MATEMATIKA,Saintek,22,24,32,17,22
154,154,SUMATERA,5.2955916,95.6032359,ISBI ACEH,1141133,FISIKA,28,26,Tidak Ada,FISIKA,Saintek,30,25,14,29,27
155,155,SUMATERA,5.2955916,95.6032359,ISBI ACEH,1141141,KIMIA,29,31,Tidak Ada,KIMIA ,Saintek,25,37,19,20,27
156,156,SUMATERA,5.2955916,95.6032359,ISBI ACEH,1141156,BIOLOGI,21,50,Tidak Ada,BIOLOGI,Saintek,24,48,40,21,21
157,157,SUMATERA,5.2955916,95.6032359,ISBI ACEH,1152011,SENI KARAWITAN,24,1,Seni Karawitan,SENI KARAWITAN,Saintek,24,4,12,27,30
158,158,SUMATERA,5.2955916,95.6032359,ISBI ACEH,1152026,SENI TARI,26,3,Tari,SENI TARI,Saintek,24,29,23,26,30
159,159,SUMATERA,5.2955916,95.6032359,ISBI ACEH,1152034,SENI TEATER,17,1,Teater (termasuk Sendratasik opsi Teater Dan Seni Pertunjukan),SENI TEATER,Saintek,15,12,11,28,30
160,160,SUMATERA,5.2955916,95.6032359,ISBI ACEH,1152042,SENI RUPA MURNI,23,5,"Seni Rupa, Desain, dan Kriya",SENI RUPA MURNI,Saintek,24,21,16,27,30
161,161,SUMATERA,5.2955916,95.6032359,ISBI ACEH,1152057,KRIYA SENI,23,7,"Seni Rupa, Desain, dan Kriya",KRIYA SENI,Saintek,24,20,24,26,30
162,162,SUMATERA,5.2955916,95.6032359,ISBI ACEH,1152065,DESAIN KOMUNIKASI VISUAL,22,7,"Seni Rupa, Desain, dan Kriya",DESAIN KOMUNIKASI VISUAL,Saintek,28,48,34,25,30
163,163,SUMATERA,5.5787624,95.3659744,UNIVERSITAS ISLAM NEGERI AR-RANIRY,1161017,PENDIDIKAN TEKNIK ELEKTRO,31,44,Tidak Ada,PENDIDIKAN TEKNIK ELEKTRO,Saintek,42,134,126,54,48
164,164,SUMATERA,5.5787624,95.3659744,UNIVERSITAS ISLAM NEGERI AR-RANIRY,1161025,PENDIDIKAN TEKNOLOGI INFORMATIKA,31,148,Tidak Ada,PENDIDIKAN TEKNOLOGI INFORMATIKA,Saintek,30,487,424,56,60
165,165,SUMATERA,5.5787624,95.3659744,UNIVERSITAS ISLAM NEGERI AR-RANIRY,1161033,ARSITEKTUR,14,93,Tidak Ada,ARSITEKTUR,Saintek,48,194,209,83,54
166,166,SUMATERA,5.5787624,95.3659744,UNIVERSITAS ISLAM NEGERI AR-RANIRY,1161041,TEKNIK LINGKUNGAN,27,81,Tidak Ada,TEKNIK LINGKUNGAN,Saintek,60,216,199,79,36
167,167,SUMATERA,5.5787624,95.3659744,UNIVERSITAS ISLAM NEGERI AR-RANIRY,1161056,BIOLOGI,27,76,Tidak Ada,BIOLOGI,Saintek,48,130,150,71,36
168,168,SUMATERA,5.5787624,95.3659744,UNIVERSITAS ISLAM NEGERI AR-RANIRY,1161064,KIMIA,14,32,Tidak Ada,KIMIA,Saintek,48,27,44,59,36
169,169,SUMATERA,5.5787624,95.3659744,UNIVERSITAS ISLAM NEGERI AR-RANIRY,1161072,TEKNOLOGI INFORMASI,40,176,Tidak Ada,TEKNOLOGI INFORMASI,Saintek,48,  ,  ,  ,  
170,170,SUMATERA,5.5787624,95.3659744,UNIVERSITAS ISLAM NEGERI AR-RANIRY,1162013,ILMU HUKUM,46,99,Tidak Ada,ILMU HUKUM,Soshum,54,401,289,54,48
171,171,SUMATERA,5.5787624,95.3659744,UNIVERSITAS ISLAM NEGERI AR-RANIRY,1162021,BIMBINGAN KONSELING,31,53,Tidak Ada,BIMBINGAN KONSELING,Soshum,28,242,213,57,54
172,172,SUMATERA,5.5787624,95.3659744,UNIVERSITAS ISLAM NEGERI AR-RANIRY,1162036,ILMU PERPUSTAKAAN,62,56,Tidak Ada,ILMU PERPUSTAKAAN,Soshum,91,203,176,66,48
173,173,SUMATERA,5.5787624,95.3659744,UNIVERSITAS ISLAM NEGERI AR-RANIRY,1162044,EKONOMI SYARIAH,46,156,Tidak Ada,EKONOMI SYARIAH,Soshum,64,815,760,89,60
174,174,SUMATERA,5.5787624,95.3659744,UNIVERSITAS ISLAM NEGERI AR-RANIRY,1162052,PERBANKAN SYARIAH,46,140,Tidak Ada,PERBANKAN SYARIAH,Soshum,96,765,820,102,72
175,175,SUMATERA,5.5787624,95.3659744,UNIVERSITAS ISLAM NEGERI AR-RANIRY,1162067,ILMU EKONOMI,31,68,Tidak Ada,ILMU EKONOMI,Soshum,66,212,203,71,48
176,176,SUMATERA,5.5787624,95.3659744,UNIVERSITAS ISLAM NEGERI AR-RANIRY,1162075,ILMU POLITIK,31,36,Tidak Ada,ILMU POLITIK,Soshum,72,116,102,41,48
177,177,SUMATERA,5.5787624,95.3659744,UNIVERSITAS ISLAM NEGERI AR-RANIRY,1162083,ILMU ADMINISTRASI NEGARA,31,95,Tidak Ada,ILMU ADMINISTRASI NEGARA,Soshum,55,339,269,47,48
178,178,SUMATERA,5.5787624,95.3659744,UNIVERSITAS ISLAM NEGERI AR-RANIRY,1162091,PSIKOLOGI,47,78,Tidak Ada,PSIKOLOGI,Soshum,48,301,292,50,60
179,179,SUMATERA,5.5787624,95.3659744,UNIVERSITAS ISLAM NEGERI AR-RANIRY,1162102,KESEJAHTERAAN SOSIAL,31,25,Tidak Ada,KESEJAHTERAAN SOSIAL,Soshum,63,  ,  ,  ,  
180,180,SUMATERA,3.5616814,98.6541536,UNIVERSITAS SUMATERA UTARA,1211015,PENDIDIKAN DOKTER,79,1205,Tidak Ada,PENDIDIKAN DOKTER,Saintek,91,2698,2731,82,100
181,181,SUMATERA,3.5616814,98.6541536,UNIVERSITAS SUMATERA UTARA,1211023,TEKNIK SIPIL,49,954,Tidak Ada,TEKNIK SIPIL,Saintek,56,1943,2066,57,80
182,182,SUMATERA,3.5616814,98.6541536,UNIVERSITAS SUMATERA UTARA,1211031,TEKNIK MESIN,67,607,Tidak Ada,TEKNIK MESIN,Saintek,79,1475,1449,91,60
183,183,SUMATERA,3.5616814,98.6541536,UNIVERSITAS SUMATERA UTARA,1211046,TEKNIK ELEKTRO,67,642,Tidak Ada,TEKNIK ELEKTRO,Saintek,77,1252,1318,77,80
184,184,SUMATERA,3.5616814,98.6541536,UNIVERSITAS SUMATERA UTARA,1211054,TEKNIK INDUSTRI,67,781,Tidak Ada,TEKNIK INDUSTRI,Saintek,74,1665,1536,77,80
185,185,SUMATERA,3.5616814,98.6541536,UNIVERSITAS SUMATERA UTARA,1211062,TEKNIK KIMIA,67,807,Tidak Ada,TEKNIK KIMIA,Saintek,75,887,884,77,90
186,186,SUMATERA,3.5616814,98.6541536,UNIVERSITAS SUMATERA UTARA,1211077,PENDIDIKAN DOKTER GIGI,79,1140,Tidak Ada,PENDIDIKAN DOKTER GIGI,Saintek,82,2286,2364,83,96
187,187,SUMATERA,3.5616814,98.6541536,UNIVERSITAS SUMATERA UTARA,1211085,MATEMATIKA,54,495,Tidak Ada,MATEMATIKA,Saintek,44,760,808,46,60
188,188,SUMATERA,3.5616814,98.6541536,UNIVERSITAS SUMATERA UTARA,1211093,KIMIA,63,466,Tidak Ada,KIMIA,Saintek,51,570,537,55,63
189,189,SUMATERA,3.5616814,98.6541536,UNIVERSITAS SUMATERA UTARA,1211104,FARMASI,75,1340,Tidak Ada,FARMASI,Saintek,89,2669,2626,81,96
190,190,SUMATERA,3.5616814,98.6541536,UNIVERSITAS SUMATERA UTARA,1211112,FISIKA,54,503,Tidak Ada,FISIKA,Saintek,45,355,393,60,60
191,191,SUMATERA,3.5616814,98.6541536,UNIVERSITAS SUMATERA UTARA,1211127,ILMU KESEHATAN MASYARAKAT,140,1561,Tidak Ada,ILMU KESEHATAN MASYARAKAT,Saintek,133,3196,3200,116,120
192,192,SUMATERA,3.5616814,98.6541536,UNIVERSITAS SUMATERA UTARA,1211135,AGROEKOTEKNOLOGI,135,1387,Tidak Ada,AGROEKOTEKNOLOGI,Saintek,122,2345,2306,115,120
193,193,SUMATERA,3.5616814,98.6541536,UNIVERSITAS SUMATERA UTARA,1211143,KETEKNIKAN PERTANIAN,35,457,Tidak Ada,KETEKNIKAN PERTANIAN,Saintek,40,1303,1339,39,36
194,194,SUMATERA,3.5616814,98.6541536,UNIVERSITAS SUMATERA UTARA,1211151,BIOLOGI,54,482,Tidak Ada,BIOLOGI,Saintek,45,761,812,46,60
195,195,SUMATERA,3.5616814,98.6541536,UNIVERSITAS SUMATERA UTARA,1211166,AGRIBISNIS,63,1305,Tidak Ada,AGRIBISNIS,Saintek,72,3598,3576,61,64
196,196,SUMATERA,3.5616814,98.6541536,UNIVERSITAS SUMATERA UTARA,1211174,ILMU DAN TEKNOLOGI PANGAN,35,630,Tidak Ada,ILMU DAN TEKNOLOGI PANGAN,Saintek,40,1361,1172,39,32
197,197,SUMATERA,3.5616814,98.6541536,UNIVERSITAS SUMATERA UTARA,1211182,PETERNAKAN,68,685,Tidak Ada,PETERNAKAN,Saintek,58,1310,1311,48,48
198,198,SUMATERA,3.5616814,98.6541536,UNIVERSITAS SUMATERA UTARA,1211197,ARSITEKTUR,67,769,Tidak Ada,ARSITEKTUR,Saintek,74,1220,1245,77,80
199,199,SUMATERA,3.5616814,98.6541536,UNIVERSITAS SUMATERA UTARA,1211201,ILMU KEPERAWATAN,90,615,Tidak Ada,ILMU KEPERAWATAN,Saintek,80,1233,1133,57,60
200,200,SUMATERA,3.5616814,98.6541536,UNIVERSITAS SUMATERA UTARA,1211216,KEHUTANAN,101,1324,Tidak Ada,KEHUTANAN,Saintek,93,2699,2494,89,96
201,201,SUMATERA,3.5616814,98.6541536,UNIVERSITAS SUMATERA UTARA,1211232,ILMU KOMPUTER,53,1055,Tidak Ada,ILMU KOMPUTER,Saintek,57,3126,3083,50,60
202,202,SUMATERA,3.5616814,98.6541536,UNIVERSITAS SUMATERA UTARA,1211247,TEKNOLOGI INFORMASI,53,1203,Tidak Ada,TEKNOLOGI INFORMASI,Saintek,54,2524,2606,50,60
203,203,SUMATERA,3.5616814,98.6541536,UNIVERSITAS SUMATERA UTARA,1211255,MANAJEMEN SUMBER DAYA PERAIRAN,45,511,Tidak Ada,MANAJEMEN SUMBER DAYA PERAIRAN,Saintek,40,1136,1041,39,36
204,204,SUMATERA,3.5616814,98.6541536,UNIVERSITAS SUMATERA UTARA,1211263,TEKNIK LINGKUNGAN,28,424,Tidak Ada,TEKNIK LINGKUNGAN,Saintek,20,672,648,19,32
205,205,SUMATERA,3.5616814,98.6541536,UNIVERSITAS SUMATERA UTARA,1212011,ILMU HUKUM,240,1822,Tidak Ada,ILMU HUKUM,Soshum,240,4321,4049,230,240
206,206,SUMATERA,3.5616814,98.6541536,UNIVERSITAS SUMATERA UTARA,1212026,ILMU SEJARAH,27,309,Tidak Ada,ILMU SEJARAH,Soshum,22,369,377,19,30
207,207,SUMATERA,3.5616814,98.6541536,UNIVERSITAS SUMATERA UTARA,1212034,ANTROPOLOGI SOSIAL,42,681,Tidak Ada,ANTROPOLOGI SOSIAL,Soshum,40,697,738,47,40
208,208,SUMATERA,3.5616814,98.6541536,UNIVERSITAS SUMATERA UTARA,1212042,AKUNTANSI,88,1061,Tidak Ada,AKUNTANSI,Soshum,101,2608,2860,84,96
209,209,SUMATERA,3.5616814,98.6541536,UNIVERSITAS SUMATERA UTARA,1212057,SOSIOLOGI,54,601,Tidak Ada,SOSIOLOGI,Soshum,44,1033,856,44,40
210,210,SUMATERA,3.5616814,98.6541536,UNIVERSITAS SUMATERA UTARA,1212065,ILMU KESEJAHTERAAN SOSIAL,54,573,Tidak Ada,ILMU KESEJAHTERAAN SOSIAL,Soshum,46,1041,979,39,50
211,211,SUMATERA,3.5616814,98.6541536,UNIVERSITAS SUMATERA UTARA,1212073,ILMU ADMINISTRASI NEGARA,63,1598,Tidak Ada,ILMU ADMINISTRASI NEGARA,Soshum,73,3531,3284,61,64
212,212,SUMATERA,3.5616814,98.6541536,UNIVERSITAS SUMATERA UTARA,1212081,ILMU KOMUNIKASI,42,912,Tidak Ada,ILMU KOMUNIKASI,Soshum,50,2213,1944,49,48
213,213,SUMATERA,3.5616814,98.6541536,UNIVERSITAS SUMATERA UTARA,1212096,MANAJEMEN,100,1281,Tidak Ada,MANAJEMEN,Soshum,100,3363,3628,96,80
214,214,SUMATERA,3.5616814,98.6541536,UNIVERSITAS SUMATERA UTARA,1212107,EKONOMI PEMBANGUNAN,78,825,Tidak Ada,EKONOMI PEMBANGUNAN,Soshum,67,1526,1550,68,64
215,215,SUMATERA,3.5616814,98.6541536,UNIVERSITAS SUMATERA UTARA,1212115,ILMU POLITIK,42,623,Tidak Ada,ILMU POLITIK,Soshum,40,1228,1211,40,40
216,216,SUMATERA,3.5616814,98.6541536,UNIVERSITAS SUMATERA UTARA,1212123,SASTRA INDONESIA,54,381,Tidak Ada,SASTRA INDONESIA,Soshum,45,813,638,56,60
217,217,SUMATERA,3.5616814,98.6541536,UNIVERSITAS SUMATERA UTARA,1212131,SASTRA DAERAH UNTUK SASTRA MELAYU,82,94,Tidak Ada,SASTRA DAERAH UNTUK SASTRA MELAYU,Soshum,76,91,94,55,48
218,218,SUMATERA,3.5616814,98.6541536,UNIVERSITAS SUMATERA UTARA,1212146,SASTRA INGGRIS,59,640,Tidak Ada,SASTRA INGGRIS,Soshum,50,1652,1446,54,56
219,219,SUMATERA,3.5616814,98.6541536,UNIVERSITAS SUMATERA UTARA,1212154,SASTRA DAERAH UNTUK SASTRA BATAK,79,65,Tidak Ada,SASTRA DAERAH UNTUK SASTRA BATAK,Soshum,67,133,103,48,48
220,220,SUMATERA,3.5616814,98.6541536,UNIVERSITAS SUMATERA UTARA,1212162,SASTRA ARAB,54,173,Tidak Ada,SASTRA ARAB,Soshum,44,271,205,67,72
221,221,SUMATERA,3.5616814,98.6541536,UNIVERSITAS SUMATERA UTARA,1212177,ETNO MUSIKOLOGI,55,65,Etnomusikologi,ETNO MUSIKOLOGI,Soshum,71,308,304,37,50
222,222,SUMATERA,3.5616814,98.6541536,UNIVERSITAS SUMATERA UTARA,1212185,SASTRA JEPANG,45,263,Tidak Ada,SASTRA JEPANG,Soshum,36,425,430,22,50
223,223,SUMATERA,3.5616814,98.6541536,UNIVERSITAS SUMATERA UTARA,1212193,ILMU PERPUSTAKAAN,45,541,Tidak Ada,ILMU PERPUSTAKAAN,Soshum,36,1038,1039,26,32
224,224,SUMATERA,3.5616814,98.6541536,UNIVERSITAS SUMATERA UTARA,1212204,SASTRA CINA,27,176,Tidak Ada,SASTRA CINA,Soshum,23,164,149,27,25
225,225,SUMATERA,3.5616814,98.6541536,UNIVERSITAS SUMATERA UTARA,1212227,ILMU ADMINISTRASI NIAGA/BISNIS,42,1471,Tidak Ada,ILMU ADMINISTRASI NIAGA/BISNIS,Soshum,48,2546,2616,57,60
226,226,SUMATERA,3.5616814,98.6541536,UNIVERSITAS SUMATERA UTARA,1212235,PSIKOLOGI,88,1082,Tidak Ada,PSIKOLOGI,Soshum,106,2489,2264,96,100
227,227,SUMATERA,3.6078095,98.714539,UNIVERSITAS NEGERI MEDAN,1221017,PENDIDIKAN MATEMATIKA,175,1127,Tidak Ada,PENDIDIKAN MATEMATIKA,Saintek,146,1396,1673,111,108
228,228,SUMATERA,3.6078095,98.714539,UNIVERSITAS NEGERI MEDAN,1221025,PENDIDIKAN BIOLOGI,90,1011,Tidak Ada,PENDIDIKAN BIOLOGI,Saintek,70,1712,2060,77,88
229,229,SUMATERA,3.6078095,98.714539,UNIVERSITAS NEGERI MEDAN,1221033,PENDIDIKAN FISIKA,111,843,Tidak Ada,PENDIDIKAN FISIKA,Saintek,85,553,777,60,72
230,230,SUMATERA,3.6078095,98.714539,UNIVERSITAS NEGERI MEDAN,1221041,PENDIDIKAN KIMIA,102,641,Tidak Ada,PENDIDIKAN KIMIA,Saintek,87,725,860,56,56
231,231,SUMATERA,3.6078095,98.714539,UNIVERSITAS NEGERI MEDAN,1221056,PENDIDIKAN TEKNIK BANGUNAN,51,277,Tidak Ada,PENDIDIKAN TEKNIK BANGUNAN,Saintek,42,248,260,33,32
232,232,SUMATERA,3.6078095,98.714539,UNIVERSITAS NEGERI MEDAN,1221064,PENDIDIKAN TEKNIK MESIN,52,167,Tidak Ada,PENDIDIKAN TEKNIK MESIN,Saintek,42,508,590,40,36
233,233,SUMATERA,3.6078095,98.714539,UNIVERSITAS NEGERI MEDAN,1221072,PENDIDIKAN TEKNIK ELEKTRO,53,269,Tidak Ada,PENDIDIKAN TEKNIK ELEKTRO,Saintek,45,303,408,34,32
234,234,SUMATERA,3.6078095,98.714539,UNIVERSITAS NEGERI MEDAN,1221087,KIMIA,41,389,Tidak Ada,KIMIA,Saintek,37,329,437,17,16
235,235,SUMATERA,3.6078095,98.714539,UNIVERSITAS NEGERI MEDAN,1221095,BIOLOGI,70,572,Tidak Ada,BIOLOGI,Saintek,56,949,990,52,32
236,236,SUMATERA,3.6078095,98.714539,UNIVERSITAS NEGERI MEDAN,1221106,ILMU KEOLAHRAGAAN,71,101,Pendidikan Jasmani dan Olahraga,ILMU KEOLAHRAGAAN,Saintek,47,828,861,31,30
237,237,SUMATERA,3.6078095,98.714539,UNIVERSITAS NEGERI MEDAN,1221114,MATEMATIKA,52,410,Tidak Ada,MATEMATIKA,Saintek,43,596,708,35,32
238,238,SUMATERA,3.6078095,98.714539,UNIVERSITAS NEGERI MEDAN,1221122,FISIKA,40,212,Tidak Ada,FISIKA,Saintek,18,195,236,16,16
239,239,SUMATERA,3.6078095,98.714539,UNIVERSITAS NEGERI MEDAN,1221137,PENDIDIKAN TEKNIK OTOMOTIF,50,146,Tidak Ada,PENDIDIKAN TEKNIK OTOMOTIF,Saintek,43,328,420,35,20
240,240,SUMATERA,3.6078095,98.714539,UNIVERSITAS NEGERI MEDAN,1221145,GIZI,56,710,Tidak Ada,GIZI,Saintek,28,1224,1478,17,16
241,241,SUMATERA,3.6078095,98.714539,UNIVERSITAS NEGERI MEDAN,1221153,TEKNIK ELEKTRO,43,398,Tidak Ada,TEKNIK ELEKTRO,Saintek,25,573,660,16,16
242,242,SUMATERA,3.6078095,98.714539,UNIVERSITAS NEGERI MEDAN,1221161,TEKNIK SIPIL,51,474,Tidak Ada,TEKNIK SIPIL,Saintek,37,1065,1317,26,32
243,243,SUMATERA,3.6078095,98.714539,UNIVERSITAS NEGERI MEDAN,1221176,PENDIDIKAN TEKNOLOGI INFORMATIKA DAN KOMPUTER,46,587,Tidak Ada,PENDIDIKAN TEKNOLOGI INFORMATIKA DAN KOMPUTER,Saintek,41,1078,1915,34,32
244,244,SUMATERA,3.6078095,98.714539,UNIVERSITAS NEGERI MEDAN,1221184,ILMU KOMPUTER,42,731,Tidak Ada,ILMU KOMPUTER,Saintek,39,1868,  ,20,  
245,245,SUMATERA,3.6078095,98.714539,UNIVERSITAS NEGERI MEDAN,1221192,PENDIDIKAN IPA,60,699,Tidak Ada,PENDIDIKAN IPA,Saintek,49,684,  ,41,  
246,246,SUMATERA,3.6078095,98.714539,UNIVERSITAS NEGERI MEDAN,1222021,PENDIDIKAN SEJARAH,91,652,Tidak Ada,PENDIDIKAN SEJARAH,Soshum,54,777,919,51,48
247,247,SUMATERA,3.6078095,98.714539,UNIVERSITAS NEGERI MEDAN,1222036,PEND. PANCASILA & KEWARGANEGARAAN (PPKN),91,567,Tidak Ada,PEND. PANCASILA & KEWARGANEGARAAN (PPKN),Soshum,60,838,913,52,48
248,248,SUMATERA,3.6078095,98.714539,UNIVERSITAS NEGERI MEDAN,1222044,PENDIDIKAN GEOGRAFI,91,682,Tidak Ada,PENDIDIKAN GEOGRAFI,Soshum,60,854,865,50,48
249,249,SUMATERA,3.6078095,98.714539,UNIVERSITAS NEGERI MEDAN,1222052,"PEND. JASMANI, KESEHATAN & REKREASI",120,216,Pendidikan Jasmani dan Olahraga,"PEND. JASMANI, KESEHATAN & REKREASI",Soshum,83,1575,1703,64,64
250,250,SUMATERA,3.6078095,98.714539,UNIVERSITAS NEGERI MEDAN,1222067,PENDIDIKAN KEPELATIHAN OLAHRAGA (PKO),121,138,Pendidikan Jasmani dan Olahraga,PENDIDIKAN KEPELATIHAN OLAHRAGA (PKO),Soshum,82,813,1017,64,64
251,251,SUMATERA,3.6078095,98.714539,UNIVERSITAS NEGERI MEDAN,1222075,PENDIDIKAN LUAR SEKOLAH (PLS),52,197,Tidak Ada,PENDIDIKAN LUAR SEKOLAH (PLS),Soshum,37,229,228,38,36
252,252,SUMATERA,3.6078095,98.714539,UNIVERSITAS NEGERI MEDAN,1222083,PENDIDIKAN EKONOMI,53,636,Tidak Ada,PENDIDIKAN EKONOMI,Soshum,50,709,979,46,44
253,253,SUMATERA,3.6078095,98.714539,UNIVERSITAS NEGERI MEDAN,1222091,MANAJEMEN,61,818,Tidak Ada,MANAJEMEN,Soshum,51,2071,2477,44,44
254,254,SUMATERA,3.6078095,98.714539,UNIVERSITAS NEGERI MEDAN,1222102,AKUNTANSI,62,620,Tidak Ada,AKUNTANSI,Soshum,49,1675,1926,48,44
255,255,SUMATERA,3.6078095,98.714539,UNIVERSITAS NEGERI MEDAN,1222117,"PEND. BAHASA, SASTRA INDONESIA & DAERAH",104,556,Tidak Ada,"PEND. BAHASA, SASTRA INDONESIA & DAERAH",Soshum,82,1555,1727,62,60
